Designator,Mid X,Mid Y,Rotation,Layer
D1,177.8,-99.06,90.0,top
D2,175.26,-99.06,90.0,top
R1,175.26,-106.68,270.0,top
R2,175.26,-91.44,270.0,top
R3,177.8,-91.44,270.0,top
SW1,176.53,-80.01,90.0,top
U1,162.56,-92.71,0.0,top
U2,158.75,-92.71,0.0,top
